"Adj_Open","Adj_High","Adj_Low","Adj_Close","Adj_Volume","Date"
73.862375660923,74.041821038014,73.376012227754,73.523423281972,58671200,2014-01-02
73.487534206554,73.599189107855,71.835307512296,71.908414888148,98116900,2014-01-03
71.439198457679,72.682023847165,70.927446826714,72.300536267718,103152700,2014-01-06
72.352376043322,72.570368945863,71.502336645915,71.783135430437,79302300,2014-01-07
71.619973059786,72.517199945244,71.6040223596,72.23806269199,64632400,2014-01-08
72.682023847165,72.689999197258,71.160074496675,71.315447608736,69787200,2014-01-09
71.755554011366,71.884488837869,70.596469797856,70.839717975691,76244000,2014-01-10
70.436962795997,72.110457090503,70.43297512095,71.210571755014,94623200,2014-01-13
71.541548783872,72.672719272056,71.467112183004,72.627525621529,83140400,2014-01-14
73.575263057576,74.463185367926,73.328027204694,74.085685463525,97909700,2014-01-15
73.758696109714,74.017894987735,73.330685654725,73.672296483707,57319500,2014-01-16
73.304101154415,73.38252543033,71.764858586474,71.867208912667,106684900,2014-01-17
71.909744113163,73.116680427231,71.83397828728,72.983757925682,82131700,2014-01-21
73.22896006429,74.076380888417,72.816275573729,73.308088829462,94996300,2014-01-22
73.09940050203,73.971372112193,72.417029548076,73.928836911697,100809800,2014-01-23
73.63906585832,73.85440031083,72.409532718989,72.584990421034,107338700,2014-01-24
73.116680427231,73.745403859559,72.542455220538,73.173837102897,138719700,2014-01-27
67.625651888229,68.455088297897,66.736400352864,67.325247034727,266380800,2014-01-28
66.986294655777,67.440889611075,66.277817722519,66.560942650819,125702500,2014-01-29
66.798873928592,67.325247034727,66.022606519544,66.432273669319,169625400,2014-01-30
65.820564317189,66.664622202027,65.603900639664,66.541004275586,116199300,2014-01-31
66.808178503701,67.488741711633,66.368205023572,66.664622202027,100366000,2014-02-03
67.23884740872,67.718697639313,66.828116878933,67.629639563275,94170300,2014-02-04
67.33322238482,68.49230659833,67.292268962093,68.134745069163,82086200,2014-02-05
68.201926732871,68.661901300492,67.901071274397,68.529524898764,64441300,2014-02-06
69.715563972835,69.922806583985,69.180709824438,69.488250959766,92570100,2014-02-07
69.351863151925,71.134264601459,69.263612217439,70.733123990161,86389800,2014-02-10
70.949739920262,71.904454575151,70.801317894081,71.665107343743,70564200,2014-02-11
71.797483745471,72.1464760773,71.301406522833,71.659758802259,77025200,2014-02-12
71.491279745514,72.853820688556,71.429771518448,72.797661002974,76849500,2014-02-13
72.535582470259,73.004903614124,72.367103413514,72.73882704665,68231100,2014-02-14
73.00759125622,73.701564513765,72.955442976751,73.006254120849,65062900,2014-02-18
72.840449334846,73.126596304238,71.449828549013,71.853643431053,78442000,2014-02-19
71.267978138558,71.804169422326,70.734461125532,71.021945230295,76464500,2014-02-20
71.241596457688,71.479245527175,70.146121562295,70.233035361409,69696200,2014-02-21
69.952236933501,70.857464208309,69.854626051418,70.540576496738,72227400,2014-02-24
70.785272269629,70.810009273993,69.664752828737,69.806489178062,57988000,2014-02-25
70.013745160566,70.199606977134,68.942699728401,69.176698418325,69054300,2014-02-26
69.148618575534,70.70504414737,69.002870820096,70.55662212119,75470500,2014-02-27
70.7451582085,71.235886889654,69.814511990288,70.365411763138,92992200,2014-02-28
69.988339588518,70.955088461746,69.906774330887,70.568656339529,59695300,2014-03-03
71.00188819973,71.221178400573,70.5699934749,71.033979448634,64785000,2014-03-04
70.991191116762,71.503313963853,70.751843885355,71.183738610185,50015700,2014-03-05
71.241235431138,71.461849395998,70.614118942142,70.968459815455,46372200,2014-03-06
71.013922418069,71.132927466088,70.340006191089,70.927008618955,55182400,2014-03-07
70.648884461788,71.313440741172,70.646089848863,70.991191116762,44646000,2014-03-10
71.596913439822,72.036830976879,71.214492723718,71.682490103566,69806100,2014-03-11
71.471222714949,71.850969160311,71.13560173683,71.752021142857,49831600,2014-03-12
71.86300337865,72.15984743101,70.755855291468,70.955088461746,64435700,2014-03-13
70.706381282741,70.987179710649,69.932179902936,70.158155780634,59299800,2014-03-14
70.560633527303,70.864163256518,70.313263483669,70.432268531687,49886200,2014-03-17
70.319949160524,71.131590330717,70.226363055908,71.05537361457,52411800,2014-03-18
71.170367256475,71.702547134131,70.734461125532,71.036653719376,56189000,2014-03-19
70.85346617355,71.225189806686,70.513833789318,70.694347064402,52099600,2014-03-20
71.126241789233,71.369600426753,70.377445981477,71.251932514106,93511600,2014-03-21
